RNA.1	RNA.2	RNA.3	RNA.4	RNA.8	RNA.11	RNA.12	RNA.15	RNA.16	RNA.17	RNA.19	RNA.20
Gm26838	0	0	0	0	0	0	0	0	0	0	0	0
Parp14	0	0	0	0	0	0	0	0	0	0	0.1	0
Dtx3l	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Parp9	0.114285714285714	0	0	0	0	2	0	0	0	0	0	0
Gm15564	0	0	0	0	0	0	0	0	0	0	0	0
Kpna1	0.314285714285714	0	1	0	0.5	1	0	0	0	0	0.3	0
Wdr5b	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Fam162a	3.54285714285714	3.66666666666667	2.5	4	2.5	5	5	3.5	5	0.5	2.2	5
Ccdc58	0.285714285714286	0.333333333333333	0	1	0	0	0	0	0	0.5	0.5	0
Csta1	0	0	0	0	0	0	0	0	0	0	0	0
Stfa2l1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5483	0	0	0	0	0	0	0	0	0	0	0	0
Gm5416	0	0	0	0	0	0	0	0	0	0	0	0
2010005H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Stfa1	0	0	0	0	0	0	0	0	0	0	0	0
BC117090	0	0	0	0	0	0	0	0	0	0	0	0
BC100530	0	0	0	0	0	0	0	0	0	0	0	0
Gm15845	0	0	0	0	0	0	0	0	0	0	0	0
Stfa2	0	0	0	0	0	0	0	0	0	0	0	0
Stfa3	0	0	0	0	0	0	0	0	0	0	0	0
Casr	0	0	0	0	0	0	0	0	0	0	0	0
AC117662.4	0	0	0	0	0	0	0	0	0	0	0	0
Cd86	0	0	0	0	0	0	0	0	0	0	0	0
Ildr1	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a2	0	0	0	0	0	0	0	0	0	0	0	0
Eaf2	0	0	0	0	0.5	0	0	0	0	0	0	0
Iqcb1	0.0857142857142857	0.333333333333333	0	0	0.5	0	0	0.5	0	0	0	0
Golgb1	1.11428571428571	2	1	0	3.5	0	1	1.5	1	1	0.7	0
4930565N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Hcls1	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo40	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Polq	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Stxbp5l	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2e1	0.114285714285714	0	0	0	0	0	0	0.5	0	0	0.2	0
Rabl3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Hgd	0	0	0	0	0	0	0	0	0	0	0	0
AC154762.2	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4	2.17142857142857	0.666666666666667	1.5	1	2	0	2	1	0	1.5	0.9	2
Fstl1	6.25714285714286	5.33333333333333	8	6	20.5	17	6	7	6	8.5	2.5	6
Gm36028	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc58	0.742857142857143	0.666666666666667	0.5	1	0.5	3	1	0.5	1	1	0.9	1
Gpr156	0	0	0	0	0	0	0	0	0	0	0	0
Gsk3b	1.74285714285714	1.66666666666667	1	1	2	1	0	0	2	1	1	4
Nr1i2	0	0	0	0	0	0	0	0	0	0	0	0
Maats1	0	0	0	0	0	0	0	0	0	0	0	0
Maats1os	0	0	0	0	0	0	0	0	0	0	0	0
Cox17	1.37142857142857	0.333333333333333	1.5	1	0.5	0	0	0	0	0	0.7	1
Gm21987	0	0	0	0	0	0	0	0	0	0	0	0
Popdc2	0.2	0	0	0	1	1	0	0	0	0	0	0
Pla1a	0.0857142857142857	0	0	0	0.5	1	0	0.5	1	0.5	0.7	0
Adprh	0.685714285714286	0.333333333333333	0.5	2	0.5	0	2	0.5	2	0.5	1.3	4
D930030I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cd80	0	0	0	0	0	0	0	0	0	0	0	0
Timmdc1	0.371428571428571	0.333333333333333	0	0	0.5	1	1	0.5	0	0	0	2
Poglut1	0.2	0	0	0	0	1	0	0.5	0	0	0.4	0
Tmem39a	0.0571428571428571	0	0	0	0.5	0	0	0	0	0.5	0.4	1
Gm17103	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap31	0.285714285714286	0	0.5	0	0	0	0	0	0	0	0.3	0
B4galt4	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0.3	1
Upk1b	0	0	0	0	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm15802	0	0	0	0	0	0	0	0	0	0	0	0
Igsf11	0	0	0	0	0	0	0	0	0	0	0	0
AC091463.1	0	0	0	0	0	0	0	0	0	0	0	0
AC161816.1	0	0	0	0	0	0	0	0	0	0	0	0
Lsamp	0	0	0	0	0	0	0	0	0	0	0	0
Gm28750	0	0	0	0	0	0	0	0	0	0	0	0
Gap43	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
4932412D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb20	0.6	1.33333333333333	0.5	0	1.5	0	3	0	0	0	1.5	0
AC161607.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm9968	0	0	0	0	0	0	0	0.5	0	0	0.1	0
Gm15713	0	0	0	0	0	0	0	0	0	0	0	0
Tigit	0	0	0	0	0	0	0	0	0	0	0	0
AC154408.2	0	0	0	0	0	0	0	0	0	0	0	0
Drd3	0	0	0	0	0	0	0	0	0	0	0	0
Qtrt2	0.114285714285714	0	0	0	0	1	0	0	0	0	0.1	0
Ccdc191	0.171428571428571	0	0	1	0	0	2	0	0	0	0	0
Zdhhc23	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1c	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Atp6v1a	0.514285714285714	0	0.5	0	1.5	0	0	0.5	0	0.5	0.4	1
Naa50	0.6	0.333333333333333	0.5	1	0.5	0	0	1	0	0.5	0.7	1
Usf3	0.114285714285714	0	0	0	0	0	0	0.5	1	0	0.3	0
Sidt1	0	0	0	0	0	0	0	0	0	0	0	0
Gm26732	0	0	0	0	0	0	0	0	0	0	0	0
Spice1	0.142857142857143	0	0	0	0	0	0	0	0	0	0.1	0
Cfap44	0	0	0	0	0	0	0	0	0	0	0	0
Boc	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Nepro	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Gtpbp8	0.114285714285714	0	0.5	0	0	0	0	0	0	0	0.1	0
Cd200r1	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r4	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r2	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r3	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc80	1.17142857142857	1.66666666666667	3	2	2.5	0	3	0.5	0	2	1.7	3
Slc35a5	0.114285714285714	0	0	0	0	0	0	0	0	0	0.2	0
Atg3	0.2	0	0.5	0	0	1	1	0	0	0.5	0.1	1
Btla	0	0	0	0	0	0	0	0	0	0	0	0
Cd200	0.428571428571429	0.666666666666667	0	0	2	0	0	1	0	1	0.8	5
Gm609	0	0	0	0	0	0	0	0	0	0	0	0
Gm17783	0	0	0	0	0	0	0	0	0	0	0	0
Slc9c1	0	0	0	0	0	0	0	0	0	0	0	0
Gcsam	0	0	0	0	0	0	0	0	0	0	0	0
BC016579	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss7	0	0	0	0	0	0	0	0	0	0	0	0
Tagln3	0.0285714285714286	0	0	0	0	0	0	0.5	0	0.5	0.1	0
Abhd10	0.0285714285714286	0	0.5	1	0.5	0	0	0	0	0	0	1
Gm15591	0	0	0	0	0	0	0	0	0	0	0	0
Phldb2	0.428571428571429	0.333333333333333	0.5	0	0	1	2	0	1	0	0.6	0
Gm15640	0	0	0	0	0	0	0	0	0	0	0	0
Gm15638	0	0	0	0	0	0	0	0	0	0	0	0
Plcxd2	0	0	0	0	0	0	0	0	0	0	0	0
Cd96	0	0	0	0	0	0	0	0	0	0	0	0
Gm4737	0	0	0	0	0	0	0	0	0	0	0	0
Nectin3	0.4	0.666666666666667	0	0	0.5	0	0	0	0	0.5	0.4	1
CT025584.1	0	0	0	0	0	0	0	0	0	0	0	0
Dppa4	0	0	0	0	0	0	0	0	0	0	0	0
Dppa2	0	0	0	0	0	0	0	0	0	0	0	0
Gm5485	0	0	0	0	0	0	0	0	0	0	0	0
Morc1	0	0	0	0	0	0	0	0	0	0	0	0
Trat1	0	0	0	0	0	0	0	0	0	0	0	0
Retnlb	0	0	0	0	0	0	0	0	0	0	0	0
Retnla	0	0	0	0	0	0	0	0	0	0	0	0
Retnlg	0	0	0	0	0	0	0	0	0	0	0	0
Dzip3	0.228571428571429	0.333333333333333	0	0	0.5	0	1	0	1	0	0.4	0
C330027C09Rik	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	2
Myh15	0	0	0	0	0	0	0	0	0	0	0	0
1700026J12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ift57	0.171428571428571	0.666666666666667	0	0	0.5	0	1	0	1	0.5	0.2	0
Gm15518	0	0	0	0	0	0	0	0	0	0	0	0
Cd47	0.171428571428571	0	0	0	0.5	1	0	0.5	0	0	0.6	0
Bbx	0.628571428571429	0.333333333333333	0	0	0.5	0	0	0	3	1.5	0.4	2
G730013B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc54	0	0	0	0	0	0	0	0	0	0	0	0
AC138306.1	0	0	0	0	0	0	0	0	0	0	0	0
Dubr	0.0857142857142857	0	0	0	0	0	0	1	0	0	0.1	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC126455.1	0	0	0	0	0	0	0	0	0	0	0	0
Cblb	0.171428571428571	0	0	0	0	0	0	0	1	0	0.2	1
Alcam	0.314285714285714	0	0	0	1	0	1	0	0	0	0.4	0
4930404A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC122551.1	0	0	0	0	0	0	0	0	0	0	0	0
Zpld1	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbiz	0.142857142857143	0	0	0	1	0	0	0	0	0	0.1	0
Nxpe3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Cep97	0.0571428571428571	0.333333333333333	0	1	0	0	0	0	0	0	0.3	1
Rpl24	20.6857142857143	12.3333333333333	8.5	12	24.5	21	15	4	10	10.5	13.8	31
Zbtb11os1	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0	0.3	0
Zbtb11	0.2	0	0	0	0	1	0	0	1	0	0.1	0
Pcnp	0.742857142857143	0.666666666666667	1	1	0.5	3	1	0.5	1	0.5	0.8	2
Trmt10c	0.171428571428571	0.333333333333333	0	0	0	0	0	0.5	0	0	0.2	0
Senp7	0.314285714285714	0	0	0	0	0	0	0	0	0	0	0
Impg2	0	0	0	0	0	0	0	0	0	0	0	0
Abi3bp	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Tfg	0.457142857142857	0	0	0	0	1	0	0	0	0.5	0.3	0
Adgrg7	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45a	0.0285714285714286	0.666666666666667	0	0	0	0	0	0	0	0	0	0
Gm15839	0	0	0	0	0	0	0	0	0	0	0	0
Lnp1	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45a2	0	0	0	0	0	0	0	0	0	0	0	0
Tomm70a	0.628571428571429	0.666666666666667	1	0	1	4	0	0.5	1	0.5	0.3	1
Nit2	0.0857142857142857	0	0	0	0	1	0	0	0	0	0	0
Gm16892	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	0.2	0.333333333333333	0	0	0	0	0	0	1	0	0.4	0
Tmem30c	0	0	0	0	0	0	0	0	0	0	0	0
Gm26800	0	0	0	0	0	0	0	0	0	0	0	0
Cmss1	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0
CT025521.3	0	0	0	0	0	0	0	0	0	0	0	0
CT025521.2	0	0	0	0	0	0	0	0	0	0	0	0
Filip1l	5.4	2	3.5	10	3.5	16	14	2	1	4	3.2	3
Col8a1	0.0857142857142857	0.666666666666667	0	0	0	0	0	0	0	0	0	0
AC156023.3	0	0	0	0	0	0	0	0	0	0	0	0
AC156023.2	0	0	0	0	0	0	0	0	0	0	0	0
AC172892.1	0	0	0	0	0	0	0	0	0	0	0	0
4930461C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dcbld2	0.228571428571429	0	0	0	0	1	0	0	0	0	1.4	6
St3gal6	0.0571428571428571	0	0	0	0	0	0	0	1	0	0.1	0
Gm813	0	0	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC159200.1	0	0	0	0	0	0	0	0	0	0	0	0
Cpox	0.2	0	0	0	0.5	0	0	0	0	0	0.1	1
Gpr15	0	0	0	0	0	0	0	0	0	0	0	0
Cldnd1	0.971428571428572	0.666666666666667	0.5	2	1	1	2	1	0	2	0.5	0
Olfr172	0	0	0	0	0	0	0	0	0	0	0	0
Olfr173	0	0	0	0	0	0	0	0	0	0	0	0
Olfr175-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr177	0	0	0	0	0	0	0	0	0	0	0	0
Olfr178	0	0	0	0	0	0	0	0	0	0	0	0
Olfr180	0	0	0	0	0	0	0	0	0	0	0	0
Olfr181	0	0	0	0	0	0	0	0	0	0	0	0
Olfr183	0	0	0	0	0	0	0	0	0	0	0	0
Olfr186	0	0	0	0	0	0	0	0	0	0	0	0
Olfr187	0	0	0	0	0	0	0	0	0	0	0	0
Olfr190	0	0	0	0	0	0	0	0	0	0	0	0
Olfr191	0	0	0	0	0	0	0	0	0	0	0	0
Olfr193	0	0	0	0	0	0	0	0	0	0	0	0
Olfr194	0	0	0	0	0	0	0	0	0	0	0	0
Olfr195	0	0	0	0	0	0	0	0	0	0	0	0
Olfr196	0	0	0	0	0	0	0	0	0	0	0	0
Olfr198	0	0	0	0	0	0	0	0	0	0	0	0
Olfr199	0	0	0	0	0	0	0	0	0	0	0	0
Olfr201	0	0	0	0	0	0	0	0	0	0	0	0
Olfr202	0	0	0	0	0	0	0	0	0	0	0	0
Olfr203	0	0	0	0	0	0	0	0	0	0	0	0
Olfr204	0	0	0	0	0	0	0	0	0	0	0	0
Olfr205	0	0	0	0	0	0	0	0	0	0	0	0
Olfr206	0	0	0	0	0	0	0	0	0	0	0	0
Olfr209	0	0	0	0	0	0	0	0	0	0	0	0
Gabrr3	0	0	0	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Riox2	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Crybg3	0.0285714285714286	0	0	1	0	0	0	0	0	0	0.1	0
Arl6	0.0857142857142857	0	0	1	0	0	0	0	0	0.5	0	0
Epha6	0	0	0	0	0	0	0	0	0	0	0	0
Gm9017	0	0	0	0	0	0	0	0	0	0	0	0
AC154292.1	0	0	0	0	0	0	0	0	0	0	0	0
Nsun3	0	0	0	0	0	0	0	0	0	0	0.1	0
Arl13b	0.228571428571429	0.333333333333333	0	0	0.5	1	0	0	0	0	0.1	0
Stx19	0	0	0	0	0.5	0	0	0	0	0	0	0
Pros1	0.142857142857143	0.666666666666667	0	0	0.5	0	0	0	0	0	0.1	0
AC163285.1	0	0	0	0	0	0	0	0	0	0	0	0
CT025155.1	0	0	0	0	0	0	0	0	0	0	0	0
AC154568.1	0	0	0	0	0	0	0	0	0	0	0	0
Epha3	0	0	0	0	0	0	0	0	0	0	0	0
Csnka2ip	0	0	0	0	0	0	0	0	0	0	0	0
4930453N24Rik	0.342857142857143	0	1.5	0	0	2	1	0	0	0	0.3	1
Zfp654	0.0571428571428571	0	0	0	0	1	0	0	0	0	0	0
Cggbp1	1.11428571428571	0.333333333333333	2	0	3.5	2	2	1	3	0	0.7	2
Htr1f	0	0	0	0	0	0	0	0	0	0	0	0
AC118240.2	0	0	0	0	0	0	0	0	0	0	0	0
Pou1f1	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2b	0.514285714285714	0	0	0	0	0	1	0	0	0	0.3	0
Vgll3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Cadm2	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933411O13Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC154428.1	0	0	0	0	0	0	0	0	0	0	0	0
4930428D20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Speer2	0	0	0	0	0	0	0	0	0	0	0	0
AC154719.1	0	0	0	0	0	0	0	0	0	0	0	0
Gbe1	0.114285714285714	0	0	0	0	0	0	0	0	0	0.1	0
D16Ertd519e	0	0	0	0	0	0	0	0	0	0	0	0
AC154345.1	0	0	0	0	0	0	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC154242.1	0	0	0	0	0	0	0	0	0	0	0	0
AC154782.1	0	0	0	0	0	0	0	0	0	0	0	0
Robo1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Robo2	0	0	0	0	0	0	0	0	0	0	0.1	0
AC129186.1	0	0	0	0	0	0	0	0	0	0	0	0
Lipi	0	0	0	0	0	0	0	0	0	0	0	0
Rbm11	0	0	0	0	0	0	0	0	0	0	0	1
AC166995.1	0	0	0	0	0	0	0	0	0	0	0	0
Hspa13	0.914285714285714	0.333333333333333	0	1	1	0	1	1	1	0.5	0.6	0
Samsn1	0	0	0	0	0	0	0	0	0	0	0	0
Gm15555	0	0	0	0	0	0	0	0	0	0	0	0
AC121777.1	0	0	0	0	0	0	0	0	0	0	0	0
Nrip1	0.457142857142857	0.666666666666667	0	1	0.5	3	0	0	1	1	0.8	0
AC145744.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm45030	0	0	0	0	0	0	0	0	0	0	0	0
AC122509.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm45029	0	0	0	0	0	0	0	0	0	0	0	0
Gm30790	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Usp25	0.257142857142857	0	0.5	1	0.5	1	0	0.5	0	0.5	0.6	0
Gm11146	0	0	0	0	0	0	0	0	0	0	0	0
Gm17333	0	0	0	0	0	0	0	0	0	0	0	0
Cxadr	0	0	0	0	0	0	0	0	0	0	0	0
Btg3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
D16Ertd472e	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
AC098883.2	0	0	0	0	0	0	0	0	0	0	0	0
AC122375.2	0	0	0	0	0	0	0	0	0	0	0	0
Chodl	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss15	0	0	0	0	0	0	0	0	0	0	0	0
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ncam2	0	0	0	0	0	0	0	0	0	0	0	0
AC122392.2	0	0	0	0	0	0	0	0	0	0	0	0
AC122817.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm21833	0	0	0	0	0	0	0	0	0	0	0	0
AC108826.1	0	0	0	0	0	0	0	0	0	0	0	0
AC173486.1	0	0	0	0	0	0	0	0	0	0	0	0
A730009L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
CT027693.2	0	0	0	0	0	0	0	0	0	0	0	0
Mir155hg	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl39	0.228571428571429	0.333333333333333	0	0	0	0	0	0	0	0.5	0.2	1
Jam2	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Atp5j	7.74285714285714	6	3.5	6	4.5	11	6	3.5	3	2.5	4.5	10
Gabpa	0.228571428571429	0	0	1	0	2	0	0.5	0	0	0.1	0
App	2.17142857142857	1	1	5	3.5	2	4	1	3	1.5	1.1	2
Gm10791	0	0	0	0	0	0	0	0	0	0	0	0
Gm49227	0	0	0	0	0	0	0	0	0	0	0	0
Gm49226	0	0	0	0	0	0	0	0	0	0	0	0
Cyyr1	0	0	0	0	0	0	0	0	0	0	0	0
Adamts1	1.34285714285714	0.333333333333333	2.5	4	1.5	4	0	0.5	1	0.5	0.3	0
AC126936.1	0	0	0	0	0	0	0	0	0	0	0	0
Adamts5	0.114285714285714	0.666666666666667	0.5	0	0	0	0	0	0	0	0	0
AC163352.1	0	0	0	0	0	0	0	0	0	0	0	0
AC164425.1	0	0	0	0	0	0	0	0	0	0	0	0
AC135964.2	0	0	0	0	0	0	0	0	0	0	0	0
AC135964.1	0	0	0	0	0	0	0	0	0	0	0	0
AC129178.1	0	0	0	0	0	0	0	0	0	0	0	0
AC165344.1	0	0	0	0	0	0	0	0	0	0	0	0
N6amt1	0.571428571428572	0	0	0	0.5	0	2	0	0	0	0.2	2
Ltn1	0.314285714285714	0.666666666666667	0	1	0.5	1	0	0	0	0	0.4	0
Rwdd2b	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0
Usp16	0.314285714285714	0	0	0	0.5	0	0	2	1	0.5	0.6	1
Cct8	3.17142857142857	2.66666666666667	3	3	3	3	5	0.5	3	3.5	2.3	3
Map3k7cl	2.65714285714286	0.666666666666667	1.5	2	2	8	7	1	0	3	1.3	10
Bach1	0.657142857142857	0.333333333333333	0.5	0	1	1	0	1.5	3	2.5	1.1	1
2810407A14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Grik1	0	0	0	0	0	0	0	0	0	0	0	0
AC093479.1	0	0	0	0	0	0	0	0	0	0	0	0
AC110241.2	0	0	0	0	0	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0
Cldn8	0	0	0	0	0	0	0	0	0	0	0	0
AC125199.2	0	0	0	0	0	0	0	0	0	0	0	0
Krtap24-1	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Krtap26-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap27-1	0	0	0	0	0	0	0	0	0	0	0	0
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13	0	0	0	0	0	0	0	0	0	0	0	0
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm5965	0	0	0	0	0	0	0	0	0	0	0	0
AC125199.4	0	0	0	0	0	0	0	0	0	0	0	0
AC125199.3	0	0	0	0	0	0	0	0	0	0	0	0
Krtap14	0	0	0	0	0	0	0	0	0	0	0	0
Krtap15	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-2	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-3	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-4	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-5	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-9b	0	0	0	0	0	0	0	0	0	0	0	0
Krtap16-3	0	0	0	0	0	0	0	0	0	0	0	0
Krtap22-2	0	0	0	0	0	0	0	0	0	0	0	0
Gm10229	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-1	0	0	0	0	0	0	0	0	0	0	0	0
Gm10228	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-5	0	0	0	0	0	0	0	0	0	0	0	0
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-3	0	0	0	0	0	0	0	0	0	0	0	0
Gm6358	0	0	0	0	0	0	0	0	0	0	0	0
Gm10061	0	0	0	0	0	0	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0	0	0	0	0	0	0
Gm7735	0	0	0	0	0	0	0	0	0	0	0	0
1110057P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Krtap20-2	0	0	0	0	0	0	0	0	0	0	0	0
Krtap21-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap6-2	0	0	0	0	0	0	0	0	0	0	0	0
Krtap8-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap7-1	0	0	0	0	0	0	0	0	0	0	0	0
Krtap11-1	0	0	0	0	0	0	0	0	0	0	0	0
AC122381.2	0	0	0	0	0	0	0	0	0	0	0	0
Tiam1	0	0	0	0	0	0	0	0	0	0	0	0
Sod1	0.657142857142857	0	0	1	0	2	1	0	0	0	0.2	0
Scaf4	0.114285714285714	0	0	1	0	0	0	0	0	0	0	1
AC131339.1	0	0	0	0	0	0	0	0	0	0	0	0
AC131339.4	0	0	0	0	0	0	0	0	0	0	0	0
AC131339.3	0	0	0	0	0	0	0	0	0	0	0	0
Hunk	0.0857142857142857	0.333333333333333	0	0	0.5	0	1	0	0	0	0	1
AC133505.1	0	0	0	0	0	0	0	0	0	0	0	0
1110008E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC133505.2	0	0	0	0	0	0	0	0	0	0	0	0
AC160759.1	0	0	0	0	0	0	0	0	0	0	0	0
AC160759.2	0	0	0	0	0	0	0	0	0	0	0	0
Mis18a	0.114285714285714	0	0	0	0.5	0	0	0	0	0.5	0	0
Gm17518	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Mrap	0	0	0	0	0	0	0	0	0	0	0	0
Urb1	0.0285714285714286	0	0	0	0	0	0	0	1	0	0	0
Eva1c	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
AC134560.1	0	0	0	0	0	0	0	0	0	0	0	0
1110004E09Rik	0.342857142857143	0.333333333333333	0.5	0	0	1	0	0.5	0	0	0	0
Synj1	0.0285714285714286	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Gm15965	0	0	0	0	0	0	0	0	0	0	0	0
Paxbp1	0.371428571428571	0.333333333333333	0	0	1	2	1	0	1	1.5	0.5	0
4931406G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4932438H23Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC034116.3	0	0	0	0	0	0	0	0	0	0	0	0
Olig2	0	0	0	0	0	0	0	0	0	0	0	0
Olig1	0	0	0	0	0	0	0	0	0	0	0	0
Gm15966	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar2	0.371428571428571	0.666666666666667	0	0	0	0	0	0	0	1	0.1	0
Gm21970	0	0	0	0	0	0	0	0	0	0	0	0
Il10rb	0.2	0	0	0	0	0	0	0	1	0	0.1	0
AC150035.3	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar1	0.114285714285714	0.333333333333333	0	1	0.5	0	0	0.5	0	0	0.1	1
Ifngr2	0.942857142857143	0.333333333333333	0	0	1.5	3	0	2	2	1	1	3
Tmem50b	0.2	0	0	0	0	0	0	0	1	0	0.2	0
Gm15964	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc28	0.0571428571428571	0	0	0	0	0	0	0	0	0.5	0	0
Gart	0.171428571428571	0.666666666666667	0	0	0.5	0	0	0	0	0	0.2	2
Son	3.62857142857143	1.66666666666667	4.5	1	2.5	9	2	1	2	2	2.5	1
Donson	0.0571428571428571	0	0	0	0	0	0	0.5	0	0	0	0
Atp5o-ENSMUSG00000116933	0	0	0	0	0	0	0	0	0	0	0	0
Gm10785	0	0	0	0	0	0	0	0	0	0	0	0
Cryzl1	0.371428571428571	0	0.5	0	0.5	1	0	0	0	0	0.7	1
Itsn1	0.114285714285714	0.333333333333333	0	0	0	0	0	0.5	1	0	0.3	0
Gm15976	0	0	0	0	0	0	0	0	0	0	0	0
Atp5o-ENSMUSG00000022956	8.77142857142857	5	3	7	8.5	11	8	1.5	4	2.5	6.3	21
D430001F17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mrps6	0.257142857142857	0	0	0	1	1	0	0	0	0	0.2	0
AC144408.3	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a3	0.0285714285714286	0	0	0	0	0	0	0	0	0.5	0	0
